,0,1
418,"[""still pretentious and filled with subtext , but entertaining enough at 'face value' to recommend to anyone looking for something different . "", '']",pos
419,"['call me a wimp , but i cried , not once , but three times in this animated sweet film . ', '']",pos
420,"['notorious c . h . o . has oodles of vulgar highlights . ', '']",pos
421,"['an inspiring and heart-affecting film about the desperate attempts of vietnamese refugees living in u . s . relocation camps to keep their hopes alive in 1975 . ', '']",pos
422,"['the level of maturity displayed by this 33-year-old first-time feature director is astonishing , considering her inexperience and her subject matter . ', '']",pos
423,"['a splendid entertainment , young in spirit but accomplished in all aspects with the fullness of spirit and sense of ease that comes only with experience . ', '']",pos
424,"[""disney's live-action division has a history of releasing cinematic flotsam , but this is one occasion when they have unearthed a rare gem . "", '']",pos
425,"['if the message seems more facile than the earlier films , the images have such a terrible beauty you may not care . ', '']",pos
426,"['whether kiss is a future cult classic or destined to be completely forgotten is open to question , but the risk-takers in the crowd should check it out and form their own opinion . ', '']",pos
427,"[""there are moments in this account of the life of artist frida kahlo that are among cinema's finest this year . unfortunately , they're sandwiched in between the most impossibly dry account of kahlo's life imaginable . "", '']",pos
428,"['there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way . ', '']",pos
429,"['stay clear of reminding yourself that it\'s a "" true story "" and you\'re likely to have one helluva time at the movies . ', '']",pos
430,"['there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory . ', '']",pos
431,"[""the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing . "", '']",pos
432,"[""working from elliott's memoir , rohmer fashions the sort of delicate , articulate character- and- relationship study he's favored for decades . "", '']",pos
433,"['the story feels more like a serious read , filled with heavy doses of always enticing sayles dialogue . ', '']",pos
434,"['when it really counts . . . bloody sunday connects on a visceral level that transcends language . ', '']",pos
435,"['the crime matters less than the characters , although the filmmakers supply enough complications , close calls and double-crosses to satisfy us . ', '']",pos
436,"['[an] hilarious romantic comedy . ', '']",pos
437,"['the actors are fantastic . they are what makes it worth the trip to the theatre . ', '']",pos
438,"[""ranging from funny to shattering and featuring some of the year's best acting , personal velocity gathers plenty of dramatic momentum . "", '']",pos
439,"['i complain all the time about seeing the same ideas repeated in films over and over again , but the bourne identity proves that a fresh take is always possible . ', '']",pos
440,"[""recalls quiet freak-outs like l'avventura and repulsion . "", '']",pos
441,"[""only an epic documentary could get it all down , and spike lee's jim brown : all american at long last gives its subject a movie worthy of his talents . "", '']",pos
442,"[' . . . as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement . ', '']",pos
443,"[""a great comedy filmmaker knows great comedy needn't always make us laugh . tim story's not there yet - but 'barbershop' shows he's on his way . "", '']",pos
444,"['the movie is one of the best examples of artful large format filmmaking you are likely to see anytime soon . ', '']",pos
445,"['lends itself to the narcotizing bland ( sinister , though not nearly so sinister as the biennial disney girl movie ) machinations of the biennial disney boy movie . ', '']",pos
446,"['well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull . ', '']",pos
447,"['jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot . ', '']",pos
448,"[""[taymor] utilizes the idea of making kahlo's art a living , breathing part of the movie , often catapulting the artist into her own work . this isn't a new idea . it's been done before but never so vividly or with so much passion . "", '']",pos
449,"['an impressive if flawed effort that indicates real talent . ', '']",pos
450,"['two generations within one family test boundaries in this intelligent and restrained coming-of-age drama . ', '']",pos
451,"[""it sounds sick and twisted , but the miracle of shainberg's film is that it truly is romance"", '']",pos
452,"['disturbing and brilliant documentary . ', '']",pos
453,"[' . . . mesmerizing , an eye-opening tour of modern beijing culture in a journey of rebellion , retreat into oblivion and return . ', '']",pos
454,"[""one of the best examples of how to treat a subject , you're not fully aware is being examined , much like a photo of yourself you didn't know was being taken . "", '']",pos
455,"[""not too far below the gloss you can still feel director denis villeneuve's beating heart and the fondness he has for his characters . "", '']",pos
456,"['as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant . ', '']",pos
457,"['[villeneuve] seems to realize intuitively that even morality is reduced to an option by the ultimate mysteries of life and death . ', '']",pos
458,"['the result is mesmerizing -- filled with menace and squalor . ', '']",pos
459,"['fisher has bared his soul and confronted his own shortcomings here in a way . . . that feels very human and very true to life . ', '']",pos
460,"[""it's fun , but the code-talk will fly right over everyone's head"", '']",pos
461,"[""bourne , jason bourne . he can scale a building like a super hero , he can out-stealth any agent , he'll get the girl . he's super spy ! "", '']",pos
462,"['what makes the movie a comedy is the way it avoids the more serious emotions involved . ', '']",pos
463,"['an exhilarating experience . ', '']",pos
464,"['this cuddly sequel to the 1999 hit is a little more visually polished , a little funnier , and a little more madcap . ', '']",pos
465,"[""the pleasures of super troopers may be fleeting , but they'll register strongly with anybody who still retains a soft spot for precollegiate humor . "", '']",pos
466,"['the film is exhilarating to watch because sandler , liberated from the constraints of formula , reveals unexpected depths as an actor . ', '']",pos
467,"[""a distant , even sterile , yet compulsively watchable look at the sordid life of hogan's heroes star bob crane . "", '']",pos
468,"[""the film delivers not just the full assault of reno's immense wit and insight , but a time travel back to what it felt like during those unforgettably uncertain days . "", '']",pos
469,"['what might have been a predictably heartwarming tale is suffused with complexity . ', '']",pos
470,"[""sound the trumpets : for the first time since desperately seeking susan , madonna doesn't suck as an actress . "", '']",pos
471,"[""although very much like the first movie based on j . k . rowling's phenomenal fantasy best sellers , this second go-round possesses a quite pleasing , headlong thrust and a likably delinquent attitude . "", '']",pos
472,"['[ "" take care of my cat "" ] is an honestly nice little film that takes us on an examination of young adult life in urban south korea through the hearts and minds of the five principals . ', '']",pos
473,"['as the story moves inexorably through its seven day timeframe , the picture becomes increasingly mesmerizing . ', '']",pos
474,"['maguire is a surprisingly effective peter/spider-man . ', '']",pos
475,"[""not a cozy or ingratiating work , but it's challenging , sometimes clever , and always interesting , and those are reasons enough to see it . "", '']",pos
476,"['the film runs on equal parts of innocence and wisdom -- wisdom that comes with experience . it has fun being grown up . ', '']",pos
477,"['like old myths and wonder tales spun afresh . ', '']",pos
478,"['rarely do films come along that are as intelligent , exuberant , and moving as monsoon wedding . ', '']",pos
479,"['one scarcely needs the subtitles to enjoy this colorful action farce . ', '']",pos
480,"['quite funny for the type of movie it is . . . ', '']",pos
481,"[""it's often infuriatingly glib and posturing , and yet it has been made with great evident care and manages to deliver up the man in a way to arouse further curiosity in even the most unknowing viewer . "", '']",pos
482,"[""one of [herzog's] least inspired works . "", '']",pos
483,"['this boisterous comedy serves up a cruel reminder of the fate of hundreds of thousands of chinese , one which can only qualify as a terrible tragedy . ', '']",pos
484,"[""elling really is about a couple of crazy guys , and it's therapeutic to laugh along with them . "", '']",pos
485,"['never [sinks] into exploitation . ', '']",pos
486,"['an irresistible combination of a rousing good story set on a truly grand scale . ', '']",pos
487,"[""there's no denying the physically spectacular qualities of the film . . . or the emotional integrity of the performances . "", '']",pos
488,"['few films this year have been as resolute in their emotional nakedness . ', '']",pos
489,"['exquisitely acted and masterfully if preciously interwoven\x85 [the film] addresses in a fascinating , intelligent manner the intermingling of race , politics and local commerce . ', '']",pos
490,"[""stevenson's performance is at once clueless and fiercely committed , a volatile combination . "", '']",pos
491,"['this is a very fine movie -- go see it . ', '']",pos
492,"[""as shaky as the plot is , kaufman's script is still memorable for some great one-liners . "", '']",pos
493,"['despite its flaws , secretary stays in your head and makes you question your own firmly held positions . ', '']",pos
494,"['one of those rare , exhilarating cinematic delights that gets even better in hindsight , as you mull over its every nuance in your mind . ', '']",pos
495,"['not everything works , but the average is higher than in mary and most other recent comedies . ', '']",pos
496,"['a byzantine melodrama that stimulates the higher brain functions as well as the libido . ', '']",pos
497,"[""a sensitive and expertly acted crowd-pleaser that isn't above a little broad comedy and a few unabashedly sentimental tears . "", '']",pos
498,"[""the film's sharp , often mischievous sense of humor will catch some off guard . . . "", '']",pos
499,"['does what a fine documentary does best : it extends a warm invitation into an unfamiliar world , then illuminates it fully and allows the larger implications of the journey to sink in unobtrusively . ', '']",pos
500,"['almost every scene in this film is a gem that could stand alone , a perfectly realized observation of mood , behavior and intent . ', '']",pos
501,"['a psychologically rich and suspenseful moral thriller with a stellar performance by al pacino . ', '']",pos
502,"[""you won't believe much of it , but you will laugh at the audacity , at the who's who casting and the sheer insanity of it all . "", '']",pos
503,"[""this version's no classic like its predecessor , but its pleasures are still plentiful . "", '']",pos
504,"['the bourne identity is what summer screen escapism used to be in the decades when it was geared more to grownups . ', '']",pos
505,"['provide[s] nail-biting suspense and credible characters without relying on technology-of-the-moment technique or pretentious dialogue . ', '']",pos
506,"['if it tried to do anything more , it would fail and perhaps explode , but at this level of manic whimsy , it is just about right . ', '']",pos
507,"['too sincere to exploit its subjects and too honest to manipulate its audience . ', '']",pos
508,"[""the saturation bombing of reggio's images and glass' evocative music . . . ultimately leaves viewers with the task of divining meaning . "", '']",pos
509,"['for all its serious sense of purpose . . . [it] finds a way to lay bare the tragedies of its setting with a good deal of warmth and humor . ', '']",pos
510,"['a depressing confirmation of everything those of us who don\'t object to the description "" unelected "" have suspected all along : george w . bush is an incurious , uncharismatic , overgrown frat boy with a mean streak a mile wide . ', '']",pos
511,"[""this road movie gives you emotional whiplash , and you'll be glad you went along for the ride . "", '']",pos
512,"[""sure , it's more of the same , but as the film proves , that's not always a bad thing . "", '']",pos
513,"['a lighthearted , feel-good film that embraces the time-honored truth that the most powerful thing in life is love . ', '']",pos
514,"['a bowel-curdling , heart-stopping recipe for terror . ', '']",pos
515,"[""daughter from danang is a film that should be seen by all , especially those who aren't aware of , or have forgotten about the unmentioned victims of war . "", '']",pos
516,"[""zhang yimou delivers warm , genuine characters who lie not through dishonesty , but because they genuinely believe it's the only way to bring happiness to their loved ones . "", '']",pos
517,"[' . . . breathes surprising new life into the familiar by amalgamating genres and adding true human complexity to its not-so-stock characters . ', '']",pos
518,"[""' . . . both hokey and super-cool , and definitely not in a hurry , so sit back , relax and have a few laughs while the little ones get a fuzzy treat . '"", '']",pos
519,"['a pleasant romantic comedy . ', '']",pos
520,"[""it's a count for our times . "", '']",pos
521,"['greengrass has delivered an undoubted stylistic tour-de-force , and has managed elements such as sound and cinematography with skill', '']",pos
522,"[""smith's point is simple and obvious -- people's homes are extensions of themselves , and particularly eccentric people have particularly eccentric living spaces -- but his subjects are charmers . "", '']",pos
523,"['a romantic comedy , yes , but one with characters who think and talk about their goals , and are working on hard decisions . ', '']",pos
524,"['vividly conveys both the pitfalls and the pleasures of over-the-top love . ', '']",pos
525,"[' . . . a weak , manipulative , pencil-thin story that is miraculously able to entertain anyway . ', '']",pos
526,"['a pro-fat farce that overcomes much of its excessive moral baggage thanks to two appealing lead performances . ', '']",pos
527,"['for the first two-thirds of this sparklingly inventive and artful , always fast and furious tale , kids will go happily along for the ride . ', '']",pos
528,"[""majidi's poetic love story is a ravishing consciousness-raiser , if a bit draggy at times . "", '']",pos
529,"['the smartest bonehead comedy of the summer . ', '']",pos
530,"['effectively feeds our senses with the chilling sights and sounds from within the camp to create a completely numbing experience . ', '']",pos
531,"['i love the way that it took chances and really asks you to take these great leaps of faith and pays off . ', '']",pos
532,"['in his debut as a film director , denzel washington delivers a lean and engaging work . ', '']",pos
533,"['only two words will tell you what you know when deciding to see it : anthony . hopkins . ', '']",pos
534,"[""the movie's quiet affirmation of neighborhood values gives it an honest , lived-in glow . "", '']",pos
535,"['a teasing drama whose relentless good-deed/bad-deed reversals are just interesting enough to make a sinner like me pray for an even more interesting , less symmetrical , less obviously cross-shaped creation . ', '']",pos
536,"['hayek is stunning as frida and . . . a star-making project . ', '']",pos
537,"[""it's both a necessary political work and a fascinating documentary . . . "", '']",pos
538,"['hilarious , acidic brit comedy . ', '']",pos
539,"[""as a revenge thriller , the movie is serviceable , but it doesn't really deliver the delicious guilty pleasure of the better film versions . "", '']",pos
540,"['an ironic speculation on democracy in a culture unaccustomed to it . ', '']",pos
541,"[""it's not life-affirming \x97 its vulgar and mean , but i liked it . "", '']",pos
542,"['several degrees shy of the gross-out contests one expects from current teen fare . ', '']",pos
543,"['the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as warmth . ', '']",pos
544,"[""led by griffin's smartly nuanced performance and enthusiasm , the cast has a lot of fun with the material . "", '']",pos
545,"['tuck everlasting achieves a delicate balance of romantic innocence and philosophical depth . ', '']",pos
546,"['a gentle blend of present day testimonials , surviving footage of burstein and his family performing , historical archives , and telling stills . ', '']",pos
547,"['a generation x artifact , capturing a brief era of insanity in the sports arena that surely cannot last . ', '']",pos
548,"[""possession is elizabeth barrett browning meets nancy drew , and it's directed by . . . neil labute . hmm . "", '']",pos
549,"['an uneven but intriguing drama that is part homage and part remake of the italian masterpiece . ', '']",pos
550,"['windtalkers celebrates the human spirit and packs an emotional wallop . ', '']",pos
551,"[""having never been a huge fan of dickens' 800-page novel , it surprised me how much pleasure i had watching mcgrath's version . "", '']",pos
552,"['the best thing the film does is to show us not only what that mind looks like , but how the creative process itself operates . ', '']",pos
553,"['for all its failed connections , divine secrets of the ya-ya sisterhood is nurturing , in a gauzy , dithering way . ', '']",pos
554,"['this is pretty dicey material . but some unexpected zigs and zags help . ', '']",pos
555,"['compellingly watchable . ', '']",pos
556,"['the filmmakers skillfully evoke the sense of menace that nature holds for many urban dwellers . ', '']",pos
557,"['the laser-projected paintings provide a spell-casting beauty , while russell and dreyfus are a romantic pairing of hearts , preciously exposed as history corners them . ', '']",pos
558,"[""you don't have to be an especially tough grader to give a charitable b-minus to the emperor's club . "", '']",pos
559,"['this romantic thriller is steeped in the atmosphere of wartime england , and ably captures the speech patterns , moral codes and ideals of the 1940s . ', '']",pos
560,"[""divine secrets of the ya-ya sisterhood may not be exactly divine , but it's definitely -- defiantly -- ya ya , what with all of those terrific songs and spirited performances . "", '']",pos
561,"[""viewed on its own terms , treasure planet is better-than-average family entertainment , but true fans of the stevenson's novel will likely prefer disney's more faithful 1950 live-action swashbuckling classic . "", '']",pos
562,"['a journey through memory , a celebration of living , and a sobering rumination on fatality , classism , and ignorance . ', '']",pos
563,"['resourceful and ingenious entertainment . ', '']",pos
564,"[' "" antwone fisher "" is an earnest , by-the-numbers effort by washington . it won\'t rock any boats but is solid meat-and-potatoes filmmaking . ', '']",pos
565,"['a historical epic with the courage of its convictions about both scope and detail . ', '']",pos
566,"[""we need [moore's] noisy , cocky energy , his passion and class consciousness ; we need his shticks , we need his stones . "", '']",pos
567,"['although the editing might have been tighter , hush ! sympathetically captures the often futile lifestyle of young people in modern japan . ', '']",pos
568,"['[gai] comes closer to any actress i can remember to personifying independence in its purest and , yes , most intimidating form . ', '']",pos
569,"['these are lives worth watching , paths worth following . ', '']",pos
570,"[""it's rather like a lifetime special -- pleasant , sweet and forgettable . "", '']",pos
571,"[""a moody horror/thriller elevated by deft staging and the director's well-known narrative gamesmanship . "", '']",pos
572,"[""as a singular character study , it's perfect . it's also the year's sweetest movie . "", '']",pos
573,"['a graceful , contemplative film that gradually and artfully draws us into a world where the personal and the political get fatally intertwined . ', '']",pos
574,"['while not as aggressively impressive as its american counterpart , "" in the bedroom , "" moretti\'s film makes its own , quieter observations', '']",pos
575,"['the experience of watching blobby old-school cgi animation in this superlarge format is just surreal enough to be diverting . ', '']",pos
576,"['time changer may not be the most memorable cinema session but its profound self-evaluation message about our fragile existence and the absence of spiritual guidance should at least invade an abundance of mindsets', '']",pos
577,"[' "" the emperor\'s new clothes "" begins with a simple plan . . . . well , at least that\'s the plan . ', '']",pos
578,"[""haynes has so fanatically fetishized every bizarre old-movie idiosyncrasy with such monastic devotion you're not sure if you should applaud or look into having him committed . "", '']",pos
579,"[""[director peter] jackson and his crew have so steeped themselves in the majesty of tolkien's writing that every frame produces new joys , whether you're a fan of the books or not . "", '']",pos
580,"[""while the glass slipper doesn't quite fit , pumpkin is definitely a unique modern fairytale . "", '']",pos
581,"['the drama is played out with such aching beauty and truth that it brings tears to your eyes . ', '']",pos
582,"['an exciting and involving rock music doc , a smart and satisfying look inside that tumultuous world . ', '']",pos
583,"['an offbeat , sometimes gross and surprisingly appealing animated film about the true meaning of the holidays . ', '']",pos
584,"['this version incarnates the prophetic book in a way even its exacting author might admire . ', '']",pos
585,"['sometimes , nothing satisfies like old-fashioned swashbuckling . and in this regard , on guard delivers . ', '']",pos
586,"["" . . . ambition is in short supply in the cinema , and egoyan tackles his themes and explores his characters' crises with seriousness and compassion . "", '']",pos
587,"['an impossible romance , but we root for the patronized iranian lad . ', '']",pos
588,"['like dickens with his passages , mcgrath crafts quite moving scenes throughout his resolutely dramatic variation on the novel . ', '']",pos
589,"[""there's a disreputable air about the whole thing , and that's what makes it irresistible . "", '']",pos
590,"[""an exceedingly clever piece of cinema . another great \x91what you don't see' is much more terrifying than what you do see thriller , coupled with some arresting effects , incandescent tones and stupendous performances"", '']",pos
591,"['a carefully structured scream of consciousness that is tortured and unsettling--but unquestionably alive . ', '']",pos
592,"[""a quietly reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl's life . "", '']",pos
593,"['cute , funny , heartwarming digitally animated feature film with plenty of slapstick humor for the kids , lots of in-jokes for the adults and heart enough for everyone . ', '']",pos
594,"['very solid , very watchable first feature for director peter sheridan', '']",pos
595,"['a budget affair that exposes the generally sad existence of the bedouins while providing a precious twinkle of insight into their lives . ', '']",pos
596,"['it suggests the wide-ranging effects of media manipulation , from the kind of reporting that is done by the supposedly liberal media . . . to the intimate and ultimately tragic heartache of maverick individuals like hatfield and hicks . ', '']",pos
597,"['workmanlike , maybe , but still a film with all the elements that made the other three great , scary times at the movies . ', '']",pos
598,"['a pleasant enough comedy that should have found a summer place . ', '']",pos
599,"['branagh , in his most forceful non-shakespeare screen performance , grounds even the softest moments in the angry revolt of his wit . ', '']",pos
600,"['though the violence is far less sadistic than usual , the film is typical miike : fast , furious and full of off-the-cuff imaginative flourishes . ', '']",pos
601,"['compelling as it is exotic , fast runner has a plot that rivals shakespeare for intrigue , treachery and murder . ', '']",pos
602,"['what it lacks in originality it makes up for in intelligence and b-grade stylishness . ', '']",pos
603,"['the warm presence of zhao benshan makes the preposterous lying hero into something more than he reasonably should be . ', '']",pos
604,"[""this is as powerful a set of evidence as you'll ever find of why art matters , and how it can resonate far beyond museum walls and through to the most painfully marginal lives . "", '']",pos
605,"['director rob marshall went out gunning to make a great one . ', '']",pos
606,"['skip work to see it at the first opportunity . ', '']",pos
607,"[""bow's best moments are when he's getting busy on the basketball court because that's when he really scores . "", '']",pos
608,"['offers enough playful fun to entertain the preschool set while embracing a wholesome attitude . ', '']",pos
609,"[""in the end , punch-drunk love is one of those films that i wanted to like much more than i actually did . sometimes , that's enough . "", '']",pos
610,"['an intimate , good-humored ethnic comedy like numerous others but cuts deeper than expected . ', '']",pos
611,"['ice cube holds the film together with an engaging and warm performance . . . ', '']",pos
612,"['both deeply weird and charmingly dear . ', '']",pos
613,"['as blunt as it is in depicting child abuse , el bola is a movie steeped in an ambiguity that lends its conflicts a symbolic resonance . ', '']",pos
614,"['despite a story predictable enough to make the sound of music play like a nail-biting thriller , its heart is so much in the right place it is difficult to get really peeved at it . ', '']",pos
615,"[""it's a masterpiece . "", '']",pos
616,"['an incredibly low-rent danish film , it brings a group of people together in a sweet and charming way , if a little convenient', '']",pos
617,"[""it's the cinematic equivalent of a good page-turner , and even if it's nonsense , its claws dig surprisingly deep . "", '']",pos
618,"[""director nalin pan doesn't do much to weigh any arguments one way or the other . he simply presents his point of view that ayurveda works . no question . "", '']",pos
619,"['what "" empire "" lacks in depth it makes up for with its heart . ', '']",pos
620,"['claude miller airs out a tight plot with an easy pace and a focus on character drama over crime-film complications . ', '']",pos
621,"[""what full frontal lacks in thematic coherence it largely makes up for as loosey-goosey , experimental entertainment . still , i'm not quite sure what the point is\x85"", '']",pos
622,"['rich in detail , gorgeously shot and beautifully acted , les destinees is , in its quiet , epic way , daring , inventive and refreshingly unusual . ', '']",pos
623,"["" ( a ) hollywood sheen bedevils the film from the very beginning . . . ( but ) lohman's moist , deeply emotional eyes shine through this bogus veneer . . . "", '']",pos
624,"[""do we really need a 77-minute film to tell us exactly why a romantic relationship between a 15-year-old boy and a 40-year-old woman doesn't work ? "", '']",pos
625,"['ford deserves to be remembered at oscar time for crafting this wonderful portrait of a conflicted soldier . ', '']",pos
626,"[""the film's 45-minute running time stops shy of overkill , though viewers may be more exhausted than the athletes onscreen . "", '']",pos
627,"[""don't expect any surprises in this checklist of teamwork cliches . . . "", '']",pos
628,"['as adapted by kevin molony from simon leys\' novel "" the death of napoleon "" and directed by alan taylor , napoleon\'s journey is interesting but his parisian rebirth is stillborn', '']",pos
629,"[""the movie addresses a hungry need for pg-rated , nonthreatening family movies , but it doesn't go too much further . "", '']",pos
630,"['this warm and gentle romantic comedy has enough interesting characters to fill several movies , and its ample charms should win over the most hard-hearted cynics . ', '']",pos
631,"['a yarn that respects the marvel version without becoming ensnared by it . ', '']",pos
632,"[""this is a happy throwback to the time when cartoons were cinema's most idiosyncratic form instead of one of its most predictable . "", '']",pos
633,"['complex , affecting and uniquely almod\xf3var , the film evokes strong emotions and pushes viewers to question their deepest notions of moral right and wrong . ', '']",pos
634,"[""good ol' urban legend stuff . "", '']",pos
635,"[""not so much a movie as a picture book for the big screen . this isn't my favorite in the series , still i enjoyed it enough to recommend . "", '']",pos
636,"[""it's one of the most honest films ever made about hollywood . "", '']",pos
637,"['it is a film that will have people walking out halfway through , will encourage others to stand up and applaud , and will , undoubtedly , leave both camps engaged in a ferocious debate for years to come . ', '']",pos
638,"['on its own cinematic terms , it successfully showcases the passions of both the director and novelist byatt . ', '']",pos
639,"['light , silly , photographed with colour and depth , and rather a good time . ', '']",pos
640,"[""pray's film works well and will appeal even to those who aren't too familiar with turntablism . "", '']",pos
641,"['troubling and powerful . ', '']",pos
642,"['good movie . good actress . but if you expect light romantic comedy , good gosh , will you be shocked . ', '']",pos
643,"['it has the courage to wonder about big questions with sincerity and devotion . it risks seeming slow and pretentious , because it thinks the gamble is worth the promise . ', '']",pos
644,"[""with youthful high spirits , tautou remains captivating throughout michele's religious and romantic quests , and she is backed by a likable cast . "", '']",pos
645,"[""it's an example of sophisticated , challenging filmmaking that stands , despite its noticeable lack of emotional heft , in welcome contrast to the indulgent dead-end experimentation of the director's previous full frontal . "", '']",pos
646,"['a very funny look at how another culture handles the process of courting and marriage . ', '']",pos
647,"['but tongue-in-cheek preposterousness has always been part of for the most part wilde\'s droll whimsy helps "" being earnest "" overcome its weaknesses and parker\'s creative interference . . . ', '']",pos
648,"[""much of the movie's charm lies in the utter cuteness of stuart and margolo . their computer-animated faces are very expressive . "", '']",pos
649,"[""the path ice age follows most closely , though , is the one established by warner bros . giant chuck jones , who died a matter of weeks before the movie's release . "", '']",pos
650,"[""anchored by a terrific performance by abbass , satin rouge shows that the idea of women's self-actualization knows few continental divides . "", '']",pos
651,"['awkward but sincere and , ultimately , it wins you over . ', '']",pos
652,"[""smith profiles five extraordinary american homes , and because the owners seem fully aware of the uses and abuses of fame , it's a pleasure to enjoy their eccentricities . "", '']",pos
653,"['though the plot is predictable , the movie never feels formulaic , because the attention is on the nuances of the emotional development of the delicate characters . ', '']",pos
654,"[""sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man's ruin may be another's fortune . "", '']",pos
655,"[""goyer's screenplay and direction are thankfully understated , and he has drawn excellent performances from his cast . "", '']",pos
656,"['binoche and magimel are perfect in these roles . ', '']",pos
657,"['when your leading ladies are a couple of screen-eating dominatrixes like goldie hawn and susan sarandon at their raunchy best , even hokum goes down easily . ', '']",pos
658,"[""while undercover brother is definitely one for the masses , it's also full of sharp , smart satire . "", '']",pos
659,"['gets under the skin of a man who has just lost his wife . ', '']",pos
660,"['it may not be "" last tango in paris "" but . . . ', '']",pos
661,"['no wonder they\'re talking about "" talk to her . "" it\'s astonishing . ', '']",pos
662,"['for its seriousness , high literary aspirations and stunning acting , the film can only be applauded . ', '']",pos
663,"['look , this is a terrific flick replete with dazzling camera-work , dancing and music . ', '']",pos
664,"['it is inspirational in characterizing how people from such diverse cultures share the same human and spiritual needs . ', '']",pos
665,"[""it's fairly self-aware in its dumbness . "", '']",pos
666,"['a triumph , relentless and beautiful in its downbeat darkness . ', '']",pos
667,"['tailored to entertain ! ', '']",pos
668,"['a compelling , moving film that respects its audience and its source material . ', '']",pos
669,"['has a plot full of twists upon knots . . . and a nonstop parade of mock-tarantino scuzbag types that starts out clever but veers into overkill . ', '']",pos
670,"['a work of astonishing delicacy and force . ', '']",pos
671,"['the film benefits greatly from a less manic tone than its predecessor , as cho appears to have settled comfortably into her skin . ', '']",pos
672,"[""for the first time in several years , mr . allen has surpassed himself with the magic he's spun with the hollywood empress of ms . leoni's ellie . "", '']",pos
673,"[""isn't quite the equal of woo's best earlier work , but it's easily his finest american film . . . comes close to recapturing the brilliance of his hong kong films . "", '']",pos
674,"['the film hinges on its performances , and both leads are up to the task . ', '']",pos
675,"[""an intelligent , earnest , intimate film that drops the ball only when it pauses for blunt exposition to make sure you're getting its metaphysical point . "", '']",pos
676,"['a modest pleasure that accomplishes its goals with ease and confidence . ', '']",pos
677,"['a breezy , diverting , conventional , well-acted tale of two men locked in an ongoing game of cat-and-cat . ', '']",pos
678,"['what jackson has accomplished here is amazing on a technical level . ', '']",pos
679,"['as teen movies go , "" orange county "" is a refreshing change', '']",pos
680,"['makes s&m seem very romantic , and maggie gyllenhaal is a delight . ', '']",pos
681,"['a deliciously mordant , bitter black comedy . ', '']",pos
682,"[""although life or something like it is very much in the mold of feel-good movies , the cast and director stephen herek's polished direction pour delightfully piquant wine from aged bottles . "", '']",pos
683,"['it is risky , intelligent , romantic and rapturous from start to finish . ', '']",pos
684,"[""the movie sticks much closer to hornby's drop-dead confessional tone than the film version of high fidelity did . "", '']",pos
685,"['a pleasant ramble through the sort of idoosyncratic terrain that errol morris has often dealt with . . . it does possess a loose , lackadaisical charm . ', '']",pos
686,"["" . . . spiced with humor ( 'i speak fluent flatula , ' advises denlopp after a rather , er , bubbly exchange with an alien deckhand ) and witty updatings ( silver's parrot has been replaced with morph , a cute alien creature who mimics everyone and everything around ) "", '']",pos
687,"[""this is a raw and disturbing tale that took five years to make , and the trio's absorbing narrative is a heart-wrenching showcase indeed . "", '']",pos
688,"['a beautiful and haunting examination of the stories we tell ourselves to make sense of the mundane horrors of the world . ', '']",pos
689,"[""aside from being the funniest movie of the year , simone , andrew niccol's brilliant anti-hollywood satire , has a wickedly eccentric enchantment to it . "", '']",pos
690,"[""watstein handily directs and edits around his screenplay's sappier elements . . . and sustains off the hook's buildup with remarkable assuredness for a first-timer . "", '']",pos
691,"['just another fish-out-of-water story that barely stays afloat . ', '']",pos
692,"[""there's an energy to y tu mam\xe1 tambi\xe9n . much of it comes from the brave , uninhibited performances by its lead actors . "", '']",pos
693,"[""it's the kind of pigeonhole-resisting romp that hollywood too rarely provides . "", '']",pos
694,"[""reinforces the often forgotten fact of the world's remarkably varying human population and mindset , and its capacity to heal using creative , natural and ancient antidotes . "", '']",pos
695,"['you can feel the heat that ignites this gripping tale , and the humor and humanity that root it in feeling . ', '']",pos
696,"[""it's hard not to be seduced by [witherspoon's] charisma , even in this run-of-the-mill vehicle , because this girl knows how to drive it to the max . "", '']",pos
697,"[""a movie for 11-year-old boys with sports dreams of their own and the preteen girls who worship lil' bow wow . "", '']",pos
698,"['a refreshingly authentic coming-of-age tale . ', '']",pos
699,"[""if you're not into the pokemon franchise , this fourth animated movie in four years won't convert you -- or even keep your eyes open . but fans should have fun meeting a brand-new pokemon called celebi . "", '']",pos
700,"[""from the big giant titles of the opening credits to elmer bernstein's perfectly melodic score , haynes gets just about everything right . "", '']",pos
